id_number,Finished,Progress,Duration,Year,Month,Day,adults,children,postcode,exp_house_inc_2021,work_mood_2019,work_mood_2020,avg_work_hour_2019,avg_work_hour_2020,TDW_2019,EM_2019,EE_2019,LT_2019,ON_2019,TDW_2020,EM_2020,EE_2020,LT_2020,ON_2020,work_stability_2019,work_stability_2020,comfortable_2019,lonely_2019,active_2019,connected_2019,peaceful_2019,chaotic_2019,comfortable_2020,lonely_2020,active_2020,connected_2020,peaceful_2020,chaotic_2020,mental_cond_2019,mental_cond_2020,age_group,new_house_inc_2019,new_house_inc_2020
332,1,100,516.454340411615,2021,1,10,4,2,3169,201385.81614101026,6,3,5,1,1,0,0,0,0,0,1,0,1,0,1,4,0,0,1,0,0,0,0,0,0,1,1,0,1,3,"(35.2,48.4]",132471.35917799358,76836.9325570489
333,1,100,52.10576736854608,2021,1,13,2,0,3164,0,6,6,6,1,1,0,0,0,1,0,0,0,0,1,1,3,0,0,0,0,1,0,0,0,0,1,0,0,1,3,"(48.4,61.6]",142697.72124484135,143085.1934884058
334,1,100,610.3105788485497,2021,1,9,2,1,3107,102063.34940893434,2,6,6,4,1,0,1,0,0,0,0,1,0,1,1,3,0,0,0,0,0,0,0,1,0,1,0,1,1,1,"(35.2,48.4]",97818.91748728746,190070.7783629676
335,1,100,637.2939766500306,2021,1,14,1,-0,3144,87782.68829059906,2,5,6,6,1,0,1,1,0,1,0,0,0,0,1,3,0,1,0,0,0,0,0,0,0,1,0,0,2,1,"(48.4,61.6]",90347.77663258094,145034.12035505477
336,1,100,984.6988835741207,2021,1,27,1,-0,3071,107872.97946589859,2,6,1,1,1,0,0,0,1,0,0,0,0,1,1,3,0,0,0,0,1,0,1,0,0,0,0,1,3,2,"(35.2,48.4]",80154.35713348506,153627.89179606378
337,1,100,623.8489884909559,2021,1,25,2,2,3202,184595.81312040414,2,6,4,2,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,2,"(48.4,61.6]",59483.45235410234,70743.88738222112
338,1,100,1461.6088872992232,2021,1,18,1,1,3095,115654.45499177862,6,1,6,1,1,0,0,0,0,NA,NA,NA,NA,NA,2,NA,0,1,1,1,0,0,1,0,0,0,0,1,3,1,"(21.9,35.2]",111788.29321209996,0
339,1,100,138.85216485460165,2021,1,16,4,1,3065,136780.27998259792,2,6,5,6,1,0,1,0,0,1,1,0,1,0,1,2,0,0,1,0,0,0,0,0,0,1,0,0,2,1,"(35.2,48.4]",100311.45819725221,0
340,1,100,596.0575149911541,2021,1,30,3,2,3006,140144.42619377794,2,6,6,3,0,0,1,0,1,0,1,0,1,0,3,4,1,0,1,1,0,0,1,0,0,1,1,1,2,2,"(61.6,74.8]",116567.21926704198,105498.52054067068
341,1,100,293.65129411472805,2021,1,8,1,2,3133,90068.45785099769,6,1,6,1,1,0,0,0,1,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,1,1,0,1,1,1,"(48.4,61.6]",229493.71562861258,83884.82995868092
342,1,100,565.1216329968229,2021,1,14,2,-0,3010,174181.66942765986,1,1,6,1,1,1,1,0,0,NA,NA,NA,NA,NA,3,NA,1,0,0,0,1,0,1,0,0,1,0,0,3,2,"(35.2,48.4]",183874.84574734338,176095.87707939025
343,1,100,165.02218377684574,2021,1,21,3,1,3040,124959.78782788354,2,2,6,6,1,0,1,1,0,0,0,0,0,1,4,4,1,0,0,0,0,0,1,1,0,1,0,0,3,1,"(35.2,48.4]",165689.170606629,109931.61437885748
344,1,100,355.44759708414244,2021,1,24,3,0,3106,187273.80507165918,2,2,6,1,1,0,0,1,0,0,0,1,0,0,1,2,0,1,1,0,0,0,0,0,0,0,1,0,1,3,"(35.2,48.4]",178008.38429537075,64528.732187832946
345,1,100,417.2185295937118,2021,1,28,2,2,3121,233522.4044194758,3,5,6,4,1,0,0,0,1,1,0,1,0,0,1,3,1,0,1,0,0,0,1,0,0,1,0,1,1,2,"(35.2,48.4]",52042.32898631502,134793.45800864045
346,1,100,1060.118621946516,2021,1,24,2,1,3028,129169.31164419648,4,6,6,1,1,1,0,1,0,0,0,0,0,0,2,2,1,0,1,0,0,0,0,0,0,0,0,1,1,1,"(48.4,61.6]",96336.51713441458,79646.3001541642
347,1,100,1020.3956409911601,2021,1,17,2,1,3093,0,4,6,6,1,0,0,1,0,0,1,0,0,1,1,3,4,0,0,1,0,0,0,1,0,0,1,0,0,1,2,"(74.8,88.1]",81431.56111195966,0
348,1,100,2503.9953913764607,2021,1,4,1,-0,3131,0,2,6,1,1,0,0,0,0,1,0,0,1,1,0,4,4,1,0,0,0,0,1,1,0,0,1,0,0,3,2,"(48.4,61.6]",53909.056957379515,0
349,1,100,487.98169850410176,2021,1,16,1,1,3125,184406.45167170162,2,1,6,1,1,0,1,0,1,NA,NA,NA,NA,NA,1,NA,0,0,0,0,0,0,1,0,0,0,0,1,2,1,"(61.6,74.8]",106196.48366453618,66338.8146252176
350,1,100,1194.8420062944615,2021,1,22,3,1,3080,202307.38116701433,2,2,6,3,1,0,1,0,0,0,0,0,0,0,4,1,0,0,1,0,0,0,1,0,0,0,0,0,2,2,"(61.6,74.8]",110173.33947428674,0
351,1,100,7790.475591109063,2021,2,1,1,-0,3199,159899.79447636992,2,1,6,2,0,0,1,0,0,1,0,1,1,0,2,3,1,0,1,1,1,0,0,0,0,1,0,1,3,1,"(48.4,61.6]",44520.15126327327,115996.12183239202
352,1,100,2350.4194684917293,2021,1,27,1,1,3093,155940.123506941,3,6,6,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,1,0,2,1,"(35.2,48.4]",113988.51026915113,64759.01586946023
353,1,100,217.93989988485623,2021,1,18,1,-0,3022,195793.61309401662,2,1,2,1,1,0,0,1,0,NA,NA,NA,NA,NA,1,NA,0,0,0,0,0,1,0,0,0,1,1,0,1,1,"(48.4,61.6]",52047.55835351958,138716.58945189774
354,1,100,1445.6003655246989,2021,1,12,3,3,3169,139731.15038983893,2,6,4,1,1,1,0,0,0,0,0,1,0,0,1,4,0,0,1,0,0,0,1,0,0,0,1,1,1,2,"(35.2,48.4]",121067.4275479953,149183.31216838106
355,1,100,3896.567941430658,2021,1,31,1,0,3156,238372.57892120158,5,2,6,6,1,0,0,1,1,1,0,0,1,1,3,2,0,0,1,0,0,0,0,0,0,1,0,0,1,1,"(35.2,48.4]",150245.5037954754,200270.7096568706
356,1,100,60.593718073415,2021,1,31,1,1,3140,170160.83672454127,5,6,2,6,1,0,0,1,1,0,0,0,1,0,4,3,0,0,0,0,1,0,0,0,0,0,1,0,1,3,"(61.6,74.8]",247607.36983098823,189694.4449396187
357,1,100,191.3835963698247,2021,1,17,2,3,3072,51241.61834747899,2,6,6,2,1,0,0,0,0,1,0,0,1,1,4,3,0,0,1,0,0,0,1,1,0,1,0,0,1,1,"(48.4,61.6]",159316.9086425229,74241.81925576291
358,1,100,990.9459315506065,2021,1,10,2,1,3043,96417.27887513064,4,1,6,6,1,0,0,0,0,1,0,0,1,0,1,2,1,0,1,0,0,0,1,0,0,0,0,0,1,2,"(21.9,35.2]",135423.42707035498,0
359,1,100,523.8812796180621,2021,1,3,3,1,3020,82119.98937564457,2,1,6,1,1,0,0,0,1,NA,NA,NA,NA,NA,1,NA,0,1,1,0,0,0,1,0,0,0,0,1,2,2,"(21.9,35.2]",73220.94754411443,0
360,1,100,849.6691006261212,2021,1,9,3,2,3155,133849.2488508355,5,2,6,1,1,0,0,0,1,0,0,1,1,0,1,3,0,0,0,0,0,1,0,0,0,1,0,0,1,2,"(35.2,48.4]",42735.764871404,0
361,1,100,284.11781938761567,2021,1,19,3,0,3123,267088.22905814665,2,2,3,4,1,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,0,1,0,0,1,0,0,1,3,"(61.6,74.8]",73285.39716492906,143684.25757983729
362,1,100,615.7471222755909,2021,1,6,3,1,3089,109059.99479924668,5,2,6,2,1,0,0,0,0,0,0,0,1,0,2,4,0,0,0,0,1,0,1,0,0,0,0,0,1,3,"(21.9,35.2]",44133.90276174186,71596.0229830966
363,1,100,203.6793323705612,2021,1,6,3,1,3129,53970.7856648684,2,4,4,1,1,0,1,0,0,0,0,0,1,0,2,3,0,0,0,1,0,0,0,0,0,1,0,0,2,1,"(48.4,61.6]",144613.5296664901,137534.40934553978
364,1,100,958.9385207220139,2021,1,19,1,-0,3145,98322.8489645432,2,6,6,1,0,0,0,1,0,0,0,0,1,0,2,4,0,0,0,0,0,0,0,0,0,1,1,0,3,2,"(21.9,35.2]",101178.03453500528,0
365,0,60.5,NA,NA,NA,NA,3,3,3154,108716.13784458252,2,6,6,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(35.2,48.4]",119595.23115900384,189771.73072273767
366,1,100,552.2921085891635,2021,1,1,3,2,3059,90223.77112031242,2,6,4,6,1,0,0,1,0,1,0,0,0,0,1,4,1,0,1,0,0,1,0,0,1,0,0,1,1,3,"(48.4,61.6]",54342.21317637136,0
367,1,100,496.7570036561956,2021,1,5,2,0,3116,0,2,6,6,1,0,0,1,0,1,1,0,1,0,0,4,4,1,1,1,0,0,0,0,0,0,1,0,0,1,3,"(35.2,48.4]",125164.13174534007,95291.033976744
368,1,100,272.4495362995803,2021,1,30,2,0,3149,99367.27537702813,6,5,4,5,1,0,0,0,0,0,0,0,1,0,4,1,1,0,1,0,0,0,1,0,0,1,0,0,1,3,"(35.2,48.4]",NA,0
369,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
370,1,100,775.2525499662681,2021,1,1,1,1,3063,72243.71017802789,2,6,3,4,1,0,0,0,0,1,0,1,1,0,1,4,0,1,1,0,0,0,1,1,0,1,0,0,1,1,"(35.2,48.4]",72102.50034549959,0
371,1,100,290.2006473612184,2021,1,18,1,-0,3137,112269.93291101107,2,6,6,1,1,1,0,1,0,1,0,0,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,2,3,"(35.2,48.4]",102827.95279518011,0
372,1,100,902.530468086582,2021,1,15,2,2,3186,119702.89883789886,2,2,6,2,1,0,0,0,0,0,0,1,0,0,1,2,0,0,1,1,0,1,0,0,0,1,0,1,1,2,"(48.4,61.6]",75175.85592762391,136229.04479161993
373,1,100,1186.259136943919,2021,1,24,3,1,3012,77595.58933490308,4,3,1,6,1,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,1,3,"(21.9,35.2]",161098.53860928403,110610.33457929184
374,1,100,639.906593036963,2021,1,2,2,1,3121,62052.43630803502,3,1,6,1,0,0,0,0,0,NA,NA,NA,NA,NA,1,NA,1,0,1,0,0,0,1,0,1,1,0,1,1,3,"(48.4,61.6]",71192.47478781446,0
375,1,100,231.83421496806736,2021,1,11,3,0,3166,193672.96766374423,3,6,4,6,1,0,0,0,0,0,0,0,0,0,2,3,0,0,1,1,1,1,0,0,0,1,0,1,1,3,"(35.2,48.4]",186335.95084640002,119077.47987190017
376,1,100,348.49116457663473,2021,1,12,1,1,3100,181681.06178372956,2,1,6,6,1,0,0,0,0,0,0,0,0,0,1,2,1,0,1,0,0,1,0,1,1,1,0,0,1,1,"(74.8,88.1]",110812.88154329793,132768.6911905044
377,1,100,1353.4077182602593,2021,1,29,2,1,3190,156009.71737463927,2,1,6,1,1,0,0,0,0,NA,NA,NA,NA,NA,1,NA,0,0,1,0,1,0,1,0,0,0,0,0,3,1,"(48.4,61.6]",122743.12702779804,152306.64101699114
378,1,100,441.26037829761003,2021,1,13,2,2,3114,0,2,6,6,1,1,0,0,0,1,1,0,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,1,1,1,1,"(21.9,35.2]",34528.93210720486,82410.14755938655
379,1,100,619.9996064118578,2021,1,20,1,1,3205,161637.19556831213,2,1,4,1,1,0,0,0,0,NA,NA,NA,NA,NA,1,NA,0,0,1,1,0,0,0,1,0,1,1,1,3,3,"(48.4,61.6]",114187.20232259989,157119.53947661427
380,1,100,1672.7015052326312,2021,1,27,2,0,3117,91094.14126899913,2,6,1,1,1,0,0,0,1,1,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,1,0,1,1,2,"(48.4,61.6]",103768.06016875929,131134.87932320908
381,0,44,NA,NA,NA,NA,3,1,3140,78989.82079835456,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(48.4,61.6]",120550.39966060247,99865.10339334942
382,1,100,1024.5871001302066,2021,1,22,2,0,3127,192759.0596945111,2,6,6,6,0,0,1,0,0,0,0,0,0,0,1,3,1,0,0,1,1,0,0,0,0,0,0,1,1,2,"(48.4,61.6]",144220.61469111242,0
383,1,100,1254.8128320074977,2021,1,11,2,0,3138,82965.61190577205,2,6,6,4,1,0,1,0,0,1,0,1,1,0,2,1,1,0,1,0,0,0,1,1,0,1,0,1,1,1,"(61.6,74.8]",245637.82743274103,87812.84091554815
384,1,100,446.01950220398913,2021,1,25,3,1,3159,250664.19224745838,2,2,1,6,1,0,0,0,0,1,0,0,1,1,1,3,0,0,1,0,0,0,1,0,1,0,0,0,3,2,"(48.4,61.6]",152162.98050741223,0
385,1,100,820.1820676917541,2021,1,16,2,1,3192,116619.31916593137,2,6,4,1,1,0,0,0,0,1,0,0,0,0,1,3,1,0,1,1,1,0,1,0,0,1,0,0,3,1,"(35.2,48.4]",94098.38016989203,150382.7125636265
386,1,100,240.9956219363152,2021,1,19,3,2,3024,193720.01550626004,2,6,2,6,1,0,0,0,0,1,0,0,0,0,1,2,0,0,1,0,0,0,1,0,0,0,1,1,2,1,"(61.6,74.8]",62161.982290907436,122752.92889809444
387,1,100,237.153237374177,2021,1,26,2,1,3155,207393.73578047816,2,6,2,2,1,0,0,1,1,0,0,0,1,1,1,1,1,0,1,0,0,0,0,1,0,1,0,1,3,3,"(35.2,48.4]",99201.79302019335,69720.1374092356
388,1,100,1019.1217554142144,2021,1,26,2,0,3171,104861.19994859514,1,1,5,1,0,0,0,1,1,NA,NA,NA,NA,NA,1,NA,0,0,0,0,0,1,0,0,0,1,0,0,1,2,"(35.2,48.4]",95969.26021647974,0
389,1,100,404.8073254389822,2021,1,7,3,0,3204,93565.7056112367,2,6,6,6,0,0,0,0,0,1,0,0,1,0,2,4,0,0,1,1,1,0,1,0,0,1,0,1,2,3,"(61.6,74.8]",147708.74546245654,203619.6018870891
390,1,100,128.90226313874211,2021,1,18,2,2,3152,133130.04562485765,2,1,6,1,1,0,0,0,0,NA,NA,NA,NA,NA,4,NA,1,0,1,0,0,0,1,0,1,0,0,0,2,1,"(48.4,61.6]",193932.25752970326,0
391,1,100,919.4720152511796,2021,1,7,3,0,3020,179676.88922216458,2,6,6,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,1,0,0,1,0,1,1,1,"(48.4,61.6]",26072.50308628501,44043.713052696796
392,1,100,655.2037310887632,2021,1,16,2,0,3051,142977.34253436734,2,6,6,2,1,0,0,0,0,0,0,0,0,0,2,3,1,0,1,1,0,0,1,0,0,0,1,0,1,1,"(35.2,48.4]",176569.2313738145,197234.72361723107
393,1,100,648.3215941662778,2021,1,2,2,1,3126,81658.71892266427,2,2,6,6,1,0,0,0,0,0,1,0,0,1,1,3,1,0,0,1,1,0,1,0,0,1,0,1,2,1,"(48.4,61.6]",90922.14285950795,102887.06827990033
394,1,100,1190.3780251516482,2021,1,7,3,1,3182,86539.4421812066,2,1,6,1,1,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,3,3,"(35.2,48.4]",152264.09770833232,52568.75391468102
395,1,100,1205.1834104727936,2021,1,10,3,-0,3073,177727.9273007616,2,3,6,1,1,0,0,0,1,0,0,0,1,0,1,3,1,0,1,0,0,0,1,1,0,1,0,0,1,3,"(48.4,61.6]",68478.0505949267,0
396,0,22,NA,NA,NA,NA,3,1,3116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(35.2,48.4]",92643.08322985834,0
397,0,88,NA,NA,NA,NA,1,2,3130,160607.9997864719,4,3,6,1,1,0,0,0,0,1,0,1,0,1,1,3,1,0,0,0,0,1,1,0,0,1,0,1,NA,NA,"(61.6,74.8]",76418.49882355805,0
398,1,100,135.91393015090205,2021,1,28,1,1,3189,85619.2810300341,2,4,3,1,1,0,0,0,0,0,0,0,1,0,4,4,0,0,0,0,0,0,0,0,0,1,0,1,1,1,"(21.9,35.2]",106427.85975093607,176179.28772552527
399,1,100,596.666804146051,2021,1,10,2,0,3036,40907.74106537635,2,6,2,2,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,3,1,"(61.6,74.8]",75550.19480604836,208188.6076790433
400,1,100,108.71733986463914,2021,1,26,3,1,3186,113223.22004443588,5,1,5,6,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,3,2,"(61.6,74.8]",78800.2656042882,0
401,1,100,568.2580899056189,2021,1,30,3,1,3071,263822.59986367513,6,4,6,3,1,0,0,0,0,1,0,1,1,1,1,3,0,0,1,1,0,0,0,0,0,1,1,1,2,2,"(61.6,74.8]",50690.841333355995,0
402,1,100,588.6886804352505,2021,1,3,4,2,3179,96424.20150073478,6,6,5,4,1,0,0,1,0,1,0,0,1,1,2,3,1,0,0,0,0,0,0,0,0,0,0,0,3,2,"(35.2,48.4]",90858.2646334334,0
403,1,100,707.6515547216652,2021,1,30,3,2,3127,166837.38202937925,2,6,1,1,1,1,0,1,0,0,0,1,0,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,2,3,"(48.4,61.6]",186897.29527593896,64605.517957714925
404,1,100,66.9223106738641,2021,1,23,2,0,3101,225757.72316723128,2,6,6,2,1,0,0,0,0,0,0,0,1,0,1,2,0,0,1,1,1,0,0,0,0,1,0,0,1,3,"(48.4,61.6]",142317.9465480015,61765.28795199458
405,1,100,237.7676175878209,2021,1,22,1,0,3005,111338.66882077589,4,5,6,4,1,0,0,0,0,0,1,1,0,1,1,4,0,0,1,0,0,0,0,0,0,0,0,1,1,1,"(48.4,61.6]",64310.09135111933,72124.47578179993
406,1,100,190.13467572399085,2021,1,7,2,3,3002,202816.5485537051,4,6,5,2,1,0,0,0,0,0,0,0,1,0,1,4,0,0,1,0,0,0,1,0,0,1,0,0,2,1,"(35.2,48.4]",99679.24995137914,99908.65991316237
407,1,100,111.19335672042786,2021,1,4,3,1,3038,156183.90532680353,2,1,6,1,0,0,0,0,0,NA,NA,NA,NA,NA,2,NA,1,0,1,0,0,1,0,0,0,1,0,0,3,1,"(35.2,48.4]",211958.42978597037,109261.81517000939
408,1,100,672.8836978140923,2021,1,20,2,-0,3000,87157.37042307717,3,2,1,6,0,0,0,0,0,1,0,0,1,1,3,3,0,0,1,0,0,0,1,0,0,1,1,0,3,1,"(35.2,48.4]",124400.88987583354,173504.5355957397
409,1,100,954.3984366673651,2021,1,12,1,2,3046,83600.88030068227,2,1,3,1,1,0,0,0,1,NA,NA,NA,NA,NA,4,NA,0,0,1,0,0,0,0,0,0,1,0,1,3,3,"(61.6,74.8]",223388.10284151905,78528.32245394032
410,1,100,743.4823616262738,2021,1,5,2,0,3164,247160.37788640743,2,1,6,1,1,0,0,0,0,NA,NA,NA,NA,NA,2,NA,0,0,0,0,0,1,1,0,0,1,0,1,2,2,"(48.4,61.6]",96268.39998595366,182371.0583840859
411,1,100,106.76564704504597,2021,1,10,3,1,3126,106533.80280313526,2,2,1,1,1,1,1,0,0,0,0,0,1,0,1,4,0,1,1,0,1,1,1,0,1,1,0,1,1,1,"(21.9,35.2]",129528.0819761726,80402.65988441516
412,1,100,693.1817626149116,2021,1,5,1,1,3083,261235.64844987364,4,4,6,2,1,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,0,0,0,0,0,1,0,1,3,3,"(61.6,74.8]",58179.44958104456,266758.15140153636
413,1,100,1522.7507108120747,2021,1,27,1,0,3135,0,5,6,5,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,1,0,1,3,2,"(35.2,48.4]",77781.63171065312,97387.19479509385
414,1,100,2836.160319619068,2021,1,26,3,-0,3025,180380.62420908673,3,4,3,6,1,0,0,0,1,0,0,0,1,0,1,2,0,0,1,0,0,0,1,0,0,1,1,1,1,1,"(35.2,48.4]",NA,139332.9276721062
415,1,100,309.64873103439083,2021,1,18,4,0,3085,103869.78429803596,2,2,6,1,0,0,0,1,0,0,0,1,0,0,1,3,0,0,0,0,1,0,1,0,0,0,0,1,1,2,"(61.6,74.8]",96929.02204717073,57739.65417840941
416,1,100,2327.4861635795555,2021,1,5,3,1,3151,146781.46038629388,2,6,6,6,1,0,0,1,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,"(35.2,48.4]",91537.24428246159,75301.68299812182
417,0,77,NA,NA,NA,NA,1,0,3070,137121.27596058513,3,6,5,2,1,0,1,0,0,1,0,0,1,1,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(48.4,61.6]",67921.52748853315,185298.29267038076
418,1,100,424.52971104189277,2021,1,14,2,0,3086,236969.3910947425,2,4,5,5,1,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,"(35.2,48.4]",195308.96489850947,70473.56463535246
419,1,100,292.3464796930475,2021,1,30,2,1,3128,122290.3046549929,5,3,6,2,1,0,0,0,0,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,1,"(61.6,74.8]",121766.10744303084,182460.5155894326
420,1,100,304.25931129748494,2021,1,31,2,1,3001,149998.74779042986,3,2,6,6,1,0,0,0,0,0,0,0,1,1,1,4,0,0,1,0,1,0,1,0,0,1,0,0,2,1,"(48.4,61.6]",41307.126544033585,147739.7790113787
421,1,100,658.0721835666914,2021,1,18,2,0,3039,113356.05477763365,2,6,3,3,1,0,0,1,0,1,0,0,1,0,4,1,1,0,0,0,0,0,0,0,0,1,0,1,1,2,"(35.2,48.4]",56429.20120117714,118093.85135231249
422,1,100,1290.41027247278,2021,1,19,2,2,3084,46085.15052100174,6,6,3,1,1,0,0,1,0,1,0,0,0,0,1,3,0,0,1,0,0,0,0,0,0,1,1,0,1,2,"(48.4,61.6]",87430.0449118025,250179.76025535114
423,1,100,703.2483686579242,2021,1,27,3,2,3022,127769.30465407574,2,6,6,6,1,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,1,1,0,0,2,1,"(61.6,74.8]",59687.00671020037,210037.23158051915
424,1,100,401.84690908134974,2021,1,5,1,-0,3086,124396.53828806219,2,1,6,1,1,0,1,1,0,NA,NA,NA,NA,NA,4,NA,0,0,1,0,1,0,0,0,0,1,0,0,2,1,"(48.4,61.6]",93002.02275058322,103943.30632116302
425,1,100,326.73328618226327,2021,1,7,1,0,3073,77099.75071401811,2,3,6,1,1,1,1,0,0,0,0,0,1,1,2,4,1,0,1,1,0,0,0,0,0,0,0,0,1,3,"(48.4,61.6]",151961.77062857422,78501.2813088063
426,1,100,1209.4837488810022,2021,1,26,2,1,3202,164171.5288870672,6,6,6,5,1,0,0,0,0,1,0,0,1,1,2,2,0,0,1,1,0,0,1,0,0,1,0,0,1,3,"(35.2,48.4]",105222.0853892619,78028.71815190939
427,1,100,3297.1842348338137,2021,1,21,2,1,3044,96084.71521579419,2,6,2,5,1,0,0,1,1,0,0,0,1,0,2,3,0,0,1,0,0,0,1,0,0,0,0,0,1,2,"(35.2,48.4]",57764.591868680196,88591.3195628454
428,1,100,785.1231820324239,2021,1,8,3,1,3029,137048.50413237239,2,1,6,1,1,0,0,0,0,NA,NA,NA,NA,NA,3,NA,1,0,0,0,0,0,1,0,0,1,1,1,1,2,"(48.4,61.6]",71670.90732588505,102710.164731228
429,1,100,442.5592059954868,2021,1,18,1,2,3180,149180.13488180883,2,6,3,2,1,0,1,0,1,1,0,1,0,0,1,3,0,0,1,1,0,0,0,0,0,1,0,1,3,1,"(61.6,74.8]",85789.58810487426,0
430,1,100,605.3898918681127,2021,1,10,2,1,3014,83648.74586050831,2,5,6,6,0,0,0,0,0,0,0,0,1,0,4,2,1,0,1,0,0,0,0,0,0,1,0,1,2,1,"(35.2,48.4]",189439.07120591885,106180.40444000797
431,1,100,235.5011187244704,2021,1,27,4,2,3051,139668.38040049348,2,1,5,1,1,0,0,1,0,NA,NA,NA,NA,NA,1,NA,0,0,0,0,0,0,1,0,0,0,0,1,3,1,"(48.4,61.6]",151882.21866136743,126127.26921481472
432,1,100,3875.7279029353904,2021,1,17,3,2,3160,70135.10198006575,2,6,6,3,1,0,1,1,0,0,0,0,1,0,1,4,0,0,1,0,1,0,0,0,0,0,0,0,1,2,"(48.4,61.6]",57737.58280446262,0
433,1,100,83.6645055111915,2021,1,18,3,2,3142,185358.82197348023,4,2,6,5,1,0,1,0,1,1,1,0,1,0,1,3,1,0,0,1,0,0,1,0,0,1,0,0,1,2,"(48.4,61.6]",60427.156647640346,135003.26228414412
434,1,100,364.5305803538725,2021,1,30,2,2,3075,120761.11392355556,2,6,6,6,1,0,0,0,1,0,0,0,0,1,1,2,0,0,0,0,0,0,1,0,0,0,0,1,1,1,"(61.6,74.8]",122277.43438485306,123932.85497601784
435,1,100,1457.6387888184652,2021,1,8,1,1,3089,0,2,2,6,1,0,0,0,0,0,0,0,0,1,0,1,3,1,0,0,0,1,0,1,1,1,1,0,0,3,3,"(35.2,48.4]",23666.95210313378,0
436,1,100,2600.8762730484395,2021,1,20,1,0,3126,91780.90721142717,2,1,6,1,0,0,0,1,1,NA,NA,NA,NA,NA,1,NA,0,0,1,0,1,0,0,0,0,1,0,0,3,2,"(35.2,48.4]",88627.84917913663,58026.92250845551
437,1,100,1298.0061703383822,2021,1,9,1,1,3098,206048.47962463897,2,1,6,1,1,0,0,0,1,NA,NA,NA,NA,NA,4,NA,0,0,1,0,1,0,1,1,0,1,0,0,2,1,"(35.2,48.4]",88110.60712448238,116341.5052830239
438,1,100,197.23178039682153,2021,1,27,2,-0,3119,111048.89133930992,2,6,6,6,0,0,0,1,0,1,0,0,0,0,1,4,0,0,1,0,0,0,0,0,0,0,1,1,2,2,"(48.4,61.6]",54907.587324904016,146678.1942086099
439,1,100,386.9349533737493,2021,1,15,2,1,3009,108202.16248918205,2,4,3,4,0,0,0,0,0,1,0,0,0,0,1,3,0,0,1,0,0,0,1,0,1,0,0,0,1,2,"(48.4,61.6]",63932.69904759851,0
440,1,100,481.7027233447677,2021,1,20,2,0,3140,178071.82606481353,6,1,6,1,1,1,0,0,0,NA,NA,NA,NA,NA,2,NA,1,1,1,1,0,0,0,0,0,1,0,0,1,2,"(61.6,74.8]",139224.42957664415,76357.15569669861
441,1,100,1833.8342984224566,2021,1,8,3,-0,3023,145472.2943015413,2,6,5,1,1,0,0,0,0,0,0,0,1,0,1,2,0,0,1,0,0,0,0,0,0,1,1,0,3,2,"(35.2,48.4]",69138.69235752549,83980.08386204683
442,1,100,1304.9108528391514,2021,1,30,2,1,3042,0,2,2,1,1,1,0,0,0,1,0,0,0,1,0,1,3,0,0,1,0,0,0,1,0,0,0,0,0,1,3,"(35.2,48.4]",108939.7905487921,129686.82923656843
